sentiment,text,original_text,cleaned_text,korean_translation
1,"@writinginrain lol, i have too many favorites. thanks tho. ","@writinginrain lol, i have too many favorites. thanks tho. ",lol i have too many favorites thanks tho,LOL 나는 너무 많은 즐겨 찾기를 가지고 있습니다. 감사합니다
0,"@ShaiBrooklyn Ugh, I hated that as well. Especially when you have to close and then open the next day. ","@ShaiBrooklyn Ugh, I hated that as well. Especially when you have to close and then open the next day. ",Ugh I hated that as well Especially when you have to close and then open the next day,ugh 나는 특히 당신이 닫고 다음날 열 때 특히 그것을 싫어했습니다.
1,chillin with gina jessica and shelby ,chillin with gina jessica and shelby ,chillin with gina jessica and shelby,Gina Jessica와 Shelby와 함께 진정해
0,You've gone all quiet ,You've gone all quiet ,You ve gone all quiet,당신은 모두 조용히 갔다
1,@christinem67 @carlottap LOL I had the same thought ,@christinem67 @carlottap LOL I had the same thought ,LOL I had the same thought,LOL 나는 같은 생각을했다
1,@minamic: Very true. ,@minamic: Very true. ,Very true,매우 사실입니다
1,"@KaraSaysSo Except you are neither of those features, but you get my drift ","@KaraSaysSo Except you are neither of those features, but you get my drift ",Except you are neither of those features but you get my drift,당신은 그 기능이 아니지만 내 드리프트를 얻는다는 것을 제외하고
0,@weisslu I had a dream a couple of nights ago that S had died. Still freaks the shit out of me. ,@weisslu I had a dream a couple of nights ago that S had died. Still freaks the shit out of me. ,I had a dream a couple of nights ago that S had died Still freaks the shit out of me,나는 이틀 전에 꿈을 꾸었습니다.
0,"i miss the times we almost shared..whoever said its impossible to miss what you never had, never almost had you... ","i miss the times we almost shared..whoever said its impossible to miss what you never had, never almost had you... ",i miss the times we almost shared whoever said its impossible to miss what you never had never almost had you,나는 우리가 거의 공유 한 시간이 그리워요
0,"@gunkanator ugh, you!! not a horse in sight here. well, not one that's mine at least. and neighbors frown on stealth riding.. ","@gunkanator ugh, you!! not a horse in sight here. well, not one that's mine at least. and neighbors frown on stealth riding.. ",ugh you not a horse in sight here well not one that s mine at least and neighbors frown on stealth riding,ugh 당신은 여기서 눈에 보이는 말이 아닙니다.
1,I just figured out how to schedule my blog to publish in the future. Finally! I feel so 2.0! ,I just figured out how to schedule my blog to publish in the future. Finally! I feel so 2.0! ,I just figured out how to schedule my blog to publish in the future Finally I feel so 2 0,방금 내 블로그를 예약하여 앞으로 게시 할 방법을 알아 냈습니다.
0,I have to take placement tests today. ,I have to take placement tests today. ,I have to take placement tests today,오늘 배치 테스트를해야합니다
1,@romaiel Not a good time for a relationship.  Maybe a good time for a few flings though. He's young. She's young. They've got years.,@romaiel Not a good time for a relationship.  Maybe a good time for a few flings though. He's young. She's young. They've got years.,Not a good time for a relationship Maybe a good time for a few flings though He s young She s young They ve got years,관계를위한 좋은 시간이 아닐 수도 있습니다. 아마도 몇 번의 날아 다니는 좋은 시간이 어릴 때 그녀는 젊었습니다.
0,@calinic26 I just found a cypress hill song by the same name. They just don't have the same class. ,@calinic26 I just found a cypress hill song by the same name. They just don't have the same class. ,I just found a cypress hill song by the same name They just don t have the same class,방금 같은 이름을 가진 사이프러스 힐 노래를 찾았습니다.
1,watching Breakfast Club... great movie ,watching Breakfast Club... great movie ,watching Breakfast Club great movie,아침 식사 클럽 멋진 영화
0,"@GodzillaofJapan THANK U 4 DAT.I IS A HANDSOME MONSTER, NO DOUBT ABOUT IT!DONT MEAN I WONT EAT U  *Worth a shot though  ","@GodzillaofJapan THANK U 4 DAT.I IS A HANDSOME MONSTER, NO DOUBT ABOUT IT!DONT MEAN I WONT EAT U  *Worth a shot though  ",THANK U 4 DAT I IS A HANDSOME MONSTER NO DOUBT ABOUT IT DONT MEAN I WONT EAT U Worth a shot though,고마워 4 dat 나는 잘 생긴 괴물 이에 대해 의심 할 여지가 없다는 의미는 아니지만 내가 샷을 할 가치가있는 것을 먹지 않는다는 뜻이 아닙니다.
1,off for a BBQ this aft! ,off for a BBQ this aft! ,off for a BBQ this aft,이 후미 바베큐를 위해
0,@boewie that sure is an awful video. Poor girl  #iranelection #iranrevolution #gr88,@boewie that sure is an awful video. Poor girl  #iranelection #iranrevolution #gr88,that sure is an awful video Poor girl iranelection iranrevolution gr88,확실히 끔찍한 비디오 가난한 소녀이란 혁명 Gr88
0,@nwoidaho I'm praying for it  I don't think you can get pepsi anywhere else so he better fight hard ;),@nwoidaho I'm praying for it  I don't think you can get pepsi anywhere else so he better fight hard ;),I m praying for it I don t think you can get pepsi anywhere else so he better fight hard,나는 그것을 위해기도하고 있습니다. 나는 당신이 다른 곳에서 펩시를 얻을 수 있다고 생각하지 않아서 그는 열심히 싸우는 것이 좋습니다
1,Grande @DElyMyth ! ,Grande @DElyMyth ! ,Grande,그란데
1,@lonemat  how're u?,@lonemat  how're u?,how re u,어떻게 u
1,"@NathanFillion im watching slither, its 4:30 am... im gunna have nightmares (worth it though lol great movie ","@NathanFillion im watching slither, its 4:30 am... im gunna have nightmares (worth it though lol great movie ",im watching slither its 4 30 am im gunna have nightmares worth it though lol great movie,나는 슬라이더를보고 있습니다. 430 am im gunna는 그만한 가치가있는 악몽이 있습니다.
1,New on Etsy: Baseball stud earrings 7$  http://bit.ly/7S33G,New on Etsy: Baseball stud earrings 7$  http://bit.ly/7S33G,New on Etsy Baseball stud earrings 7,Etsy Baseball Stud Earrings 7
0, this sucks. i hate razor phones., this sucks. i hate razor phones.,this sucks i hate razor phones,이것은 내가 면도기 전화를 싫어합니다
1,@boomx17 hey nothign have you checked out my website yet? ,@boomx17 hey nothign have you checked out my website yet? ,hey nothign have you checked out my website yet,Hey nothign 당신은 내 웹 사이트를 아직 확인 했습니까?
0,Panic attacking ,Panic attacking ,Panic attacking,공황 공격
0,I effin locked my keys in my house and I'm stuck outside!!! WTF???  supposed to be at body pump at 615  and its like 100 degrees  damn,I effin locked my keys in my house and I'm stuck outside!!! WTF???  supposed to be at body pump at 615  and its like 100 degrees  damn,I effin locked my keys in my house and I m stuck outside WTF supposed to be at body pump at 615 and its like 100 degrees damn,나는 내 집에 열쇠를 잠그고 615의 바디 펌프에있을 것으로 예상되는 WTF 외부에 갇혀 있었고 100도 젠장
1,@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping ,@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping ,ma 36ach ma 3a6anee the QUEEN of online shopping,MA 36ACH MA 3A6ANEE 온라인 쇼핑의 여왕
1,http://twicli.com/a7ufo 2 photos me in the park ,http://twicli.com/a7ufo 2 photos me in the park ,2 photos me in the park,공원에서 2 장 사진
0,"is about to crash. not feeling well at all.    please text me, &amp; make me feel better!","is about to crash. not feeling well at all.    please text me, &amp; make me feel better!",is about to crash not feeling well at all please text me amp make me feel better,충돌이 전혀 기분이 좋지 않아야합니다.
1,"@ home, ready fo campping next weekend, and six flags; May 29,2009 ","@ home, ready fo campping next weekend, and six flags; May 29,2009 ",home ready fo campping next weekend and six flags May 29 2009,다음 주말 및 Six Flags 5 월 29 일 2009 년 홈 레디 포프
0,also pondering how to trick Nicholas into wearing his new glasses... been crying since i told him he needs to wear them. ,also pondering how to trick Nicholas into wearing his new glasses... been crying since i told him he needs to wear them. ,also pondering how to trick Nicholas into wearing his new glasses been crying since i told him he needs to wear them,또한 니콜라스를 새 안경을 쓰도록 속이는 법을 숙고하는 방법을 숙고하고
1,@dassad10 majd adj linket please  köszi,@dassad10 majd adj linket please  köszi,majd adj linket please köszi,Majd Adj Linket 제발 Köszi
1,@lakersnation went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.,@lakersnation went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.,went 2 the 3rd one in grade7 dat was unforgettable Maddog was dancing n everything i seriously want a parade dis year 2,2로 갔다.
1,@catherinequinn9 wasn't doing anything particularly interesting just did the school run with the kiddies haha ,@catherinequinn9 wasn't doing anything particularly interesting just did the school run with the kiddies haha ,wasn t doing anything particularly interesting just did the school run with the kiddies haha,특히 흥미로운 일을하지 않았을 때 학교는 아이들과 함께 출마 했습니까?
0,"Why did I leave my pork pies, donuts, galaxy cookie crumble and french fancies at home and bring in sandwiches and fruit?! ","Why did I leave my pork pies, donuts, galaxy cookie crumble and french fancies at home and bring in sandwiches and fruit?! ",Why did I leave my pork pies donuts galaxy cookie crumble and french fancies at home and bring in sandwiches and fruit,왜 내가 돼지 고기 파이를 남겨 두었습니까? 도넛 갤럭시 쿠키 무너질과 프랑스 팬시는 집에 샌드위치와 과일을 가져 왔습니다.
1,#followfriday wonderwoman @VelcroShoes is seriously the only follow I recommend she's ultra COOL!  enough said FOLLOW HER! ,#followfriday wonderwoman @VelcroShoes is seriously the only follow I recommend she's ultra COOL!  enough said FOLLOW HER! ,followfriday wonderwoman is seriously the only follow I recommend she s ultra COOL enough said FOLLOW HER,Follow Friday Wonderwoman은 진지하게 진지하게 팔로우하는 유일한 추천 나는 그녀가 충분히 쿨하다고 추천합니다.
1,"@onesugarplease had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good ","@onesugarplease had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good ",had an awesome weekend thanks lots of miles on the bike hope your paella was good,멋진 주말을 보내 셨습니다.
0,"Laura's gone for the weekend, I miss her already! ","Laura's gone for the weekend, I miss her already! ",Laura s gone for the weekend I miss her already,Laura S는 주말에 사라 졌어 이미 그녀가 그리워요
1,@worshipmeonly haha her reality show was pretty hilarious! ,@worshipmeonly haha her reality show was pretty hilarious! ,haha her reality show was pretty hilarious,하하 그녀의 리얼리티 쇼는 꽤 재미있었습니다
1,+ICU+ the countdown begins! This Friday @ the Dragonfly! ICU on da dancefloor ,+ICU+ the countdown begins! This Friday @ the Dragonfly! ICU on da dancefloor ,ICU the countdown begins This Friday the Dragonfly ICU on da dancefloor,카운트 다운은 이번 주 금요일에 시작됩니다.
0,$1600 dollars for a root canal? Geez! I wished they'd just yank the thing  Omw to the workness...,$1600 dollars for a root canal? Geez! I wished they'd just yank the thing  Omw to the workness...,1600 dollars for a root canal Geez I wished they d just yank the thing Omw to the workness,근관 geez에 대한 1600 달러는 그들이 일에 일을하기를 바랐습니다.
0,@anniemal its always a bummer when you can't find what you like to eat. ,@anniemal its always a bummer when you can't find what you like to eat. ,its always a bummer when you can t find what you like to eat,당신이 먹고 싶은 것을 찾을 수있을 때 항상 엉망입니다.
1,@vansunder is compressing our video promo now.  Takes a while. ,@vansunder is compressing our video promo now.  Takes a while. ,is compressing our video promo now Takes a while,비디오 프로모션을 압축하는 데 시간이 걸립니다
0,@sisirverduzco you Meanie.  Haha.,@sisirverduzco you Meanie.  Haha.,you Meanie Haha,당신은 하하를 의미합니다
1,@tr74fpp Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,@tr74fpp Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,Get 100 followers a day using Once you add everyone you are on the train or pay vip,기차에있는 모든 사람을 추가하거나 VIP를 지불하면 하루에 100 명의 팔로워를 얻으십시오.
1,Taking some time off Twitter/Blogger/Youtube! Will speak again on Friday evening!  x,Taking some time off Twitter/Blogger/Youtube! Will speak again on Friday evening!  x,Taking some time off Twitter Blogger Youtube Will speak again on Friday evening x,트위터 블로거에서 시간을내어 YouTube는 금요일 저녁에 다시 말할 것입니다 x
1,@jordanknight there you ARE!!!!!! ,@jordanknight there you ARE!!!!!! ,there you ARE,당신이 있습니다
0,@ambercartriana  Stopping by to wish you a wonderful weekend...it is cold and rainy her in not-so-sunny California   Joy,@ambercartriana  Stopping by to wish you a wonderful weekend...it is cold and rainy her in not-so-sunny California   Joy,Stopping by to wish you a wonderful weekend it is cold and rainy her in not so sunny California Joy,멋진 주말을 기원하기 위해 들러서 춥고 비가 오지 않아 맑지 않은 캘리포니아 기쁨
0,Oh i thought she was her  oops  (Common Sense with Jim Alger live &gt; http://ustre.am/2KwN),Oh i thought she was her  oops  (Common Sense with Jim Alger live &gt; http://ustre.am/2KwN),Oh i thought she was her oops Common Sense with Jim Alger live gt,"오, 그녀가 그녀의 죄송 한 상식 인 Jim Alger Live GT"
0,@teh_skeptic boo is right ,@teh_skeptic boo is right ,boo is right,부가 맞다
0,Alright start the countdown... TIME LEFT: 18 Hours 9 Minutes until summer is over ,Alright start the countdown... TIME LEFT: 18 Hours 9 Minutes until summer is over ,Alright start the countdown TIME LEFT 18 Hours 9 Minutes until summer is over,"좋아, 카운트 다운 시간은 여름이 끝날 때까지 18 시간 9 시간 남았습니다."
0,x @rondean sorry but its letter size  I hope this hasnt ruined your day lol. They had a good deal on a pc so Mom gets a late b-day present,x @rondean sorry but its letter size  I hope this hasnt ruined your day lol. They had a good deal on a pc so Mom gets a late b-day present,x sorry but its letter size I hope this hasnt ruined your day lol They had a good deal on a pc so Mom gets a late b day present,x 죄송하지만 문자 크기는 당신의 하루를 망치지 않았기를 바랍니다.
0,I am so tired an ready 2 lay it down..but I gotta take my girl 2 the airport in a min...eyes gettin heavy ,I am so tired an ready 2 lay it down..but I gotta take my girl 2 the airport in a min...eyes gettin heavy ,I am so tired an ready 2 lay it down but I gotta take my girl 2 the airport in a min eyes gettin heavy,나는 너무 피곤해서 준비가 너무 피곤해
0,"@bobryuu hey man!  The show is actually at the Park Grill, near the bar area there.  And we will have shirts!  Hopefully no rain ","@bobryuu hey man!  The show is actually at the Park Grill, near the bar area there.  And we will have shirts!  Hopefully no rain ",hey man The show is actually at the Park Grill near the bar area there And we will have shirts Hopefully no rain,헤이 맨 쇼는 실제로 바 지역 근처의 공원 그릴에 있습니다.
1,Making some adjustments to some pixels gone rogue!  - &quot;Nickelback � Gotta Be Somebody&quot; ? http://blip.fm/~6gnaq,Making some adjustments to some pixels gone rogue!  - &quot;Nickelback � Gotta Be Somebody&quot; ? http://blip.fm/~6gnaq,Making some adjustments to some pixels gone rogue quot Nickelback Gotta Be Somebody quot,일부 픽셀을 조정하는 데 약간의 조정이 사라졌습니다.
1,@KristenLihos want to come for dessert? ,@KristenLihos want to come for dessert? ,want to come for dessert,디저트로오고 싶어
1,"@persiankiwi are you able to upload?  Otherwise, DM me ","@persiankiwi are you able to upload?  Otherwise, DM me ",are you able to upload Otherwise DM me,그렇지 않으면 DM을 업로드 할 수 있습니까?
1,"Gasol, I'm so proud of you. Game 7 victory ","Gasol, I'm so proud of you. Game 7 victory ",Gasol I m so proud of you Game 7 victory,가스톨 나는 당신이 게임 7 승리를 자랑스럽게 생각합니다.
0,The pool was closed ,The pool was closed ,The pool was closed,수영장이 문을 닫았습니다
0,fed up of bread after a Subway lunch y'day and a CCD sandwich today  ...definitely getting home food to work tomorrow,fed up of bread after a Subway lunch y'day and a CCD sandwich today  ...definitely getting home food to work tomorrow,fed up of bread after a Subway lunch y day and a CCD sandwich today definitely getting home food to work tomorrow,지하철 점심과 CCD 샌드위치 후 빵을 먹은 빵을 내일 일하기 위해 집에 음식을 얻는 것
1,"Beautiful day, had a bike ride now waiting to go to my dads ","Beautiful day, had a bike ride now waiting to go to my dads ",Beautiful day had a bike ride now waiting to go to my dads,아름다운 날은 자전거를 타고 지금 아빠에게 가기를 기다리고 있습니다.
1,@pattiblaine Thanks! I'm trying to be a good patient ,@pattiblaine Thanks! I'm trying to be a good patient ,Thanks I m trying to be a good patient,감사합니다 나는 좋은 환자가 되려고 노력하고 있습니다
0,@azkansei I had to rip out the ethernet cables from the wall and will have to re-route them due to the duct work. ,@azkansei I had to rip out the ethernet cables from the wall and will have to re-route them due to the duct work. ,I had to rip out the ethernet cables from the wall and will have to re route them due to the duct work,나는 벽에서 이더넷 케이블을 찢어 야했고 덕트 작업으로 인해 노선을 다시해야했습니다.
0,@justinstevens in a way I get upset about all these rumours as they leave little to the imagination... ,@justinstevens in a way I get upset about all these rumours as they leave little to the imagination... ,in a way I get upset about all these rumours as they leave little to the imagination,어떤 식 으로든 나는이 모든 소문에 대해 화를 내며 상상력을 거의 남기지 않아
1,"@chrisaffair haha, I AM! but beware, its addicting ","@chrisaffair haha, I AM! but beware, its addicting ",haha I AM but beware its addicting,하하 나는 중독성을 조심해야한다
0,"@lopskino sounds good!  Ur a gemini 2?  My b-day was last Sunday 24th...its meant 2 b we both geminis how old? 27? I'm 23 now, I feel old ","@lopskino sounds good!  Ur a gemini 2?  My b-day was last Sunday 24th...its meant 2 b we both geminis how old? 27? I'm 23 now, I feel old ",sounds good Ur a gemini 2 My b day was last Sunday 24th its meant 2 b we both geminis how old 27 I m 23 now I feel old,좋은 소리 ur gemini 2 나의 b 날은 지난 일요일 24 일이었다 2
0,@BrentLauren seriously lol...this dude was hardcore staring @ me in starbucks while he picked his teeth!  skeeve...,@BrentLauren seriously lol...this dude was hardcore staring @ me in starbucks while he picked his teeth!  skeeve...,seriously lol this dude was hardcore staring me in starbucks while he picked his teeth skeeve,진지하게 LOL이 친구는 스타 벅스에서 나를 쳐다 보는 하드 코어였다.
0,@ddlovato i cant sleep either. ,@ddlovato i cant sleep either. ,i cant sleep either,나도 잠을 잘 수 없어
0,"I'm gonna miss you Baby Albert!  Hope you rest in peace, you are now in my thoughts and prayers! You are angel ","I'm gonna miss you Baby Albert!  Hope you rest in peace, you are now in my thoughts and prayers! You are angel ",I m gonna miss you Baby Albert Hope you rest in peace you are now in my thoughts and prayers You are angel,나는 당신을 그리워 할거야 베이비 앨버트 당신이 평화롭게 쉬기를 바랍니다. 당신은 지금 내 생각과기도에 있습니다 당신은 천사입니다
1,@ObsessedDiamond http://www.alexandraburkeofficial.com/forums/ click 'register' and you're away!  Don't forget to introduce yourself!,@ObsessedDiamond http://www.alexandraburkeofficial.com/forums/ click 'register' and you're away!  Don't forget to introduce yourself!,click register and you re away Don t forget to introduce yourself,등록을 클릭하면 자신을 소개하는 것을 잊지 마십시오.
0,a big chance school won't be opened on monday...  I want to see him though. Why is fate and life so cruel to me?,a big chance school won't be opened on monday...  I want to see him though. Why is fate and life so cruel to me?,a big chance school won t be opened on monday I want to see him though Why is fate and life so cruel to me,월요일에 열릴 큰 기회 학교가 열릴거야 나는 그를보고 싶지만 왜 운명과 생명이 나에게 잔인한가?
0,@aresef Change is difficult. ,@aresef Change is difficult. ,Change is difficult,변화는 어렵다
1,@do0dlebugdebz of course! Hehee live the manga. Tho I haven't read all of em'  one of the best shojo's EVER.,@do0dlebugdebz of course! Hehee live the manga. Tho I haven't read all of em'  one of the best shojo's EVER.,of course Hehee live the manga Tho I haven t read all of em one of the best shojo s EVER,물론 Hehee는 만화를 살고 있습니다.
1,@jonno I like it! I *definitely* have that... ,@jonno I like it! I *definitely* have that... ,I like it I definitely have that,나는 그것을 좋아한다. 나는 확실히 그것을 가지고있다
0,Crying really badly... Just said goodbye to Jake  gonna miss him like crazy...,Crying really badly... Just said goodbye to Jake  gonna miss him like crazy...,Crying really badly Just said goodbye to Jake gonna miss him like crazy,정말 나쁘게 울고 방금 제이크에게 작별 인사를 했어 미친 듯이 그를 그리워 할거야
1,I'm driving my JellyBean and eating them at the same time LOL dassss igggnant but cuuuze ,I'm driving my JellyBean and eating them at the same time LOL dassss igggnant but cuuuze ,I m driving my JellyBean and eating them at the same time LOL dassss igggnant but cuuuze,나는 내 젤리 빈을 운전하고 동시에 먹는 동시에 ㅋㅋ ㅋㅋ ㅋㅋㅋ
0,OMG TODAY! AT 10 a.m. GOSH I'M SHAKING ......... and i'm so sick ,OMG TODAY! AT 10 a.m. GOSH I'M SHAKING ......... and i'm so sick ,OMG TODAY AT 10 a m GOSH I M SHAKING and i m so sick,OMG 오늘 10시에 M GOSH I M 흔들고 너무 아 sick
0,@Llubyloo I tried numerous times to update my TD but it always reports an error ,@Llubyloo I tried numerous times to update my TD but it always reports an error ,I tried numerous times to update my TD but it always reports an error,TD를 업데이트하기 위해 여러 번 시도했지만 항상 오류를보고합니다.
0,@am_headlines - Same thing happened at www.TeacherComplaints.com and no one investigated it ,@am_headlines - Same thing happened at www.TeacherComplaints.com and no one investigated it ,Same thing happened at and no one investigated it,같은 일이 일어 났고 아무도 그것을 조사하지 않았습니다
1,"ready for nice weather, day drinking &amp; not to ever be a student again ","ready for nice weather, day drinking &amp; not to ever be a student again ",ready for nice weather day drinking amp not to ever be a student again,좋은 날씨의 날을위한 준비 AMP는 다시 학생이되지 않아야합니다.
1,clueless : at the mall ,clueless : at the mall ,clueless at the mall,쇼핑몰에서 단서
1,"@FzMcFadden No worries, was looking for some retail activity  Thanks though","@FzMcFadden No worries, was looking for some retail activity  Thanks though",No worries was looking for some retail activity Thanks though,걱정은 소매 활동을 찾고 있지 않았습니다.
0,"@zombietown My palate is still bitter, undermining my usual enjoyment of the ol' nourishment. It's starting to really quite upset me ","@zombietown My palate is still bitter, undermining my usual enjoyment of the ol' nourishment. It's starting to really quite upset me ",My palate is still bitter undermining my usual enjoyment of the ol nourishment It s starting to really quite upset me,내 구개는 여전히 ol 영양에 대한 나의 평범한 즐거움을 훼손하고 있습니다.
0,"@seanGT95 We can't make it -- have tons of video editing to do.  You guys have fun, though! Put up a video and some photos!","@seanGT95 We can't make it -- have tons of video editing to do.  You guys have fun, though! Put up a video and some photos!",We can t make it have tons of video editing to do You guys have fun though Put up a video and some photos,우리는 비디오를 올리기 위해 수많은 비디오 편집을 할 수 없습니다.
1,On the way to emilys house  seems i have a couple of fans there! Ps im thinking of you,On the way to emilys house  seems i have a couple of fans there! Ps im thinking of you,On the way to emilys house seems i have a couple of fans there Ps im thinking of you,Emilys House로가는 길에 나는 거기에 몇 명의 팬이있는 것 같다
1,"@brittanywitte you should be, i got a cobra starship shirt! and i almost cried whenever Alltimelow came out. ","@brittanywitte you should be, i got a cobra starship shirt! and i almost cried whenever Alltimelow came out. ",you should be i got a cobra starship shirt and i almost cried whenever Alltimelow came out,당신은 내가 Cobra Starship 셔츠를 얻어야하고 Alltimelow가 나올 때마다 거의 울었습니다.
1,@keza34 @pob34 dont worry  @Dojie likes me really ,@keza34 @pob34 dont worry  @Dojie likes me really ,dont worry likes me really,걱정하지 마세요
0,has no internet or cable and doesn't know when i will. ,has no internet or cable and doesn't know when i will. ,has no internet or cable and doesn t know when i will,인터넷이나 케이블이없고 언제 내가 할 것인지 알지 못합니다.
0,Fuck! I missed the fight b/c I was sleeping like a baby by 5 pm  ,Fuck! I missed the fight b/c I was sleeping like a baby by 5 pm  ,Fuck I missed the fight b c I was sleeping like a baby by 5 pm,젠장 나는 싸움을 놓쳤다 b c 나는 오후 5 시까 지 아기처럼 자고 있었다
0,At work...sad about my hamster having cancer...need a drink ,At work...sad about my hamster having cancer...need a drink ,At work sad about my hamster having cancer need a drink,직장에서 내 햄스터가 암에 걸린 것에 대해 슬퍼하면 음료가 필요합니다.
1,"@10rdBen That, Sir Abraham, is a fantastic approach. Thank you. ","@10rdBen That, Sir Abraham, is a fantastic approach. Thank you. ",That Sir Abraham is a fantastic approach Thank you,아브라함 경은 환상적인 접근입니다. 감사합니다
1,"@eyesystem Bonjour, you said @Kaphoen please explain - but I'm not sure to what... ","@eyesystem Bonjour, you said @Kaphoen please explain - but I'm not sure to what... ",Bonjour you said please explain but I m not sure to what,Bonjour는 설명 해주세요. 그러나 나는 무엇을 확실하지 않습니다.
0,@LadyLogan awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye ,@LadyLogan awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye ,awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,awwwwww 나는 그녀가 안전하기를 바랍니다.
0,"Bugger, had to get something out the car to take to work, something had poo'd by the car, trod in poo, trod poo round the house ","Bugger, had to get something out the car to take to work, something had poo'd by the car, trod in poo, trod poo round the house ",Bugger had to get something out the car to take to work something had poo d by the car trod in poo trod poo round the house,버거는 일을하기 위해 차에서 무언가를 꺼내야했다.
1,"@Dribbby me too, its bad isn't it? doing well on your biology?  http://myloc.me/2hBr","@Dribbby me too, its bad isn't it? doing well on your biology?  http://myloc.me/2hBr",me too its bad isn t it doing well on your biology,나도 당신의 생물학에 잘 지내지 못해
0,@JesseMcCartney your show tom  and i am trying to get the ticketss right now..... please reply back it would mean a lot to me ..,@JesseMcCartney your show tom  and i am trying to get the ticketss right now..... please reply back it would mean a lot to me ..,your show tom and i am trying to get the ticketss right now please reply back it would mean a lot to me,당신의 쇼 톰과 나는 지금 티켓을 얻으려고 노력하고 있습니다.
0,"@fostaus4 idont want to b rude but,im not a huge fan of him!i still dont kno if they match.. i was inlove with Jilary ","@fostaus4 idont want to b rude but,im not a huge fan of him!i still dont kno if they match.. i was inlove with Jilary ",idont want to b rude but im not a huge fan of him i still dont kno if they match i was inlove with Jilary,Idont는 무례하고 싶지만 그에게 큰 팬이 아닙니다. 나는 그들이 일치한다면 나는 여전히 jilary와 함께 인사했다.
0,@KarenEJones I think it was! I missed it  I went out to go get ice cream and got back too late. How was it last night?,@KarenEJones I think it was! I missed it  I went out to go get ice cream and got back too late. How was it last night?,I think it was I missed it I went out to go get ice cream and got back too late How was it last night,내가 놓친 것 같아 아이스크림을 먹으러 나가서 너무 늦게 돌아 왔어 어젯밤 어땠어?
1,"@ABBSound да. мой как раз пожрал, залез на шкаф и �?пит. орать ночью будет когда вы�?пит�?�? ","@ABBSound да. мой как раз пожрал, залез на шкаф и �?пит. орать ночью будет когда вы�?пит�?�? ",да мой как раз пожрал залез на шкаф и пит орать ночью будет когда вы пит,да мом как раз пожрал залез на шкаф и пит орать но임
1,UP in 3d movie date ,UP in 3d movie date ,UP in 3d movie date,3D 영화 날짜에
0,Is having car problems... What could be worse than the transmission. ,Is having car problems... What could be worse than the transmission. ,Is having car problems What could be worse than the transmission,전송보다 더 나빠질 수있는 자동차 문제가 있습니다.
0,"Man, I wish the RabbitMQ macport would be updated to 1.5.5 already ","Man, I wish the RabbitMQ macport would be updated to 1.5.5 already ",Man I wish the RabbitMQ macport would be updated to 1 5 5 already,MAN RabbitMQ MacPort가 이미 1 5 5로 업데이트되기를 바랍니다.
0, dad left for turkey already, dad left for turkey already,dad left for turkey already,아빠는 이미 터키로 떠났습니다
1,@SaschaScarpulla i grew up with a siberian husky - spoiled me for life  love the name Valentino ,@SaschaScarpulla i grew up with a siberian husky - spoiled me for life  love the name Valentino ,i grew up with a siberian husky spoiled me for life love the name Valentino,나는 시베리아 허스키와 함께 자랐다.
1,has &quot;Lothlorien&quot; from the Lord of the Rings musical stuck in her head. Props to @gingerpips for introducing me! ,has &quot;Lothlorien&quot; from the Lord of the Rings musical stuck in her head. Props to @gingerpips for introducing me! ,has quot Lothlorien quot from the Lord of the Rings musical stuck in her head Props to for introducing me,Rings of the Rings의 Lothlorien quot가 그녀의 머리 소품에 갇힌 뮤지컬이 나를 소개합니다.
1,@xXBinaryXx  Alright! Your re-added and now I am GET to slap you twice!!! ,@xXBinaryXx  Alright! Your re-added and now I am GET to slap you twice!!! ,Alright Your re added and now I am GET to slap you twice,알았어 당신의 재가 추가했고 이제 나는 당신을 두 번 때려옵니다
1,"At work, protecting the innocent weak from the guilty strong.  ","At work, protecting the innocent weak from the guilty strong.  ",At work protecting the innocent weak from the guilty strong,유죄의 강한 강한 무고한 약점을 보호하는 직장에서
1,"@jakeashley http://twitpic.com/6gcq4 - it's freaking awesome,haha love the monacle ","@jakeashley http://twitpic.com/6gcq4 - it's freaking awesome,haha love the monacle ",it s freaking awesome haha love the monacle,그것은 굉장한 굉장한 하하를 사랑합니다
0,5 o clock traffic is the worst thing I have to endure everyday of my life  why me! I wish I was @ my old location where it only took 10min,5 o clock traffic is the worst thing I have to endure everyday of my life  why me! I wish I was @ my old location where it only took 10min,5 o clock traffic is the worst thing I have to endure everyday of my life why me I wish I was my old location where it only took 10min,5 o 시계 교통은 내 인생의 일상을 견뎌야하는 최악의 일입니다
